title,country,release_year,rating,duration_min,genre,description,platform
Fresh Dressed,NULL,2015,16+,83,"Documentary, Special Interest","The history of hip-hop fashion from its birth in the South Bronx to its rise as a billion-dollar global industry, Fresh Dressed is supported by rich archival materials, in-depth interviews with individuals crucial to the evolution, and the outsider.",Prime Video
French Biriyani,India,2020,16+,117,"Action, Comedy","Simon, representative of a drug company from France and Asgar, local auto driver from Shivajinagar, share a two-day long journey in Bengaluru. That twisted journey with comedy of errors changes the way they look at life.",Prime Video
Free Ride,NULL,2014,18+,86,"Drama, Suspense","In search of a better life for her family and desperate to escape her tumultuous relationship, Christina (Anna Paquin) hastily moves to Florida and enters the dangerous world of the high-stakes underground drug scene. She quickly learns that dealing drugs at the height of South Florida's smuggling heyday has its price.",Prime Video
Freddie Mercury: The Ultimate Showman,NULL,2019,ALL,58,Documentary,"Led by the eccentric visionary Freddie Mercury, Queen conquered the world. Who is the man behind the voice and how did a young boy from Zanzibar become The Ultimate Showman?",Prime Video
Fraud Saiyaan,NULL,2019,13+,117,"Comedy, International",Fraud Saiyyan is the story of a con artist in North India who convinces women to marry him just so he can live off their money.,Prime Video
Frances Ferguson,NULL,2020,16+,74,"Comedy, Drama","Nick Offerman's narration adds savor to Bob Byington's bone-dry comedy about a Nebraska substitute teacher (Kaley Wheless) whose crushing discontent drives her to an ill-advised transgression. This SXSW Audience Favorite also stars David Krumholtz and Martin Starr. ""Strong, original storytelling. Charming and wistful. Restlessly inventive."" (Eric Kohn, IndieWire)",Prime Video
Frame 313 - The JFK Assassination Theories,NULL,2008,16+,114,Documentary,"Five of the most credible theories surrounding the murder of President John F. Kennedy on that fateful day in Dallas. Examine the evidence of one of the most famous murder case in American History. This program will allow you to review the possibilities of suspects responsible for the murder of one of America's greatest leaders.",Prime Video
Foxtrot Six,NULL,2020,18+,115,"Action, Suspense",A former marine and his friends struggle to save their country from a ruthless party leader.,Prime Video
Four Seasons Lodge,NULL,2009,13+,86,Documentary,"In this critically-acclaimed, inspiring and startlingly funny documentary, hailed as ""extraaordinary... one of the best films of the decade"" by This Week in New York when it premiered, a community of Holocaust survivors return each year to the lush mountains of New York's Catskill Mountains, where dancing, laughter and late-night revelry may be the best revenge on Hitler.",Prime Video
Four Enchanted Sisters,NULL,2020,NULL,97,"Action, Kids","4 sisters - 4 elements - 4 magic powers. Sisters Marina, Flame, and Flora were gifted a magical power on their 9th birthdays. Now that the youngest sister, Sky, received her power, their magical circle is more powerful than ever. When their Aunt Glenda, mistress of the black arts, catches on to their success, she hatches a plan to steal pixiedust from the girls' magical fountain.",Prime Video
Four Deuces,NULL,1975,PG-13,88,Comedy,"Gangster Vic Morano (Palance) owns the speakeasy nightclub The Four Deuces, and is embroiled in an ongoing gang war with rival mob boss and nightclub owner Chico Hamilton during the 1930's Prohibition era. Vic has a notorious a weakness for women, but his humanity begins to surface when he falls for beautiful blonde Wendy (Lynley). But she is in love with Vic's reporter friend. The war ends in a brutal, violent bloodbath where many of the mobsters don't survive. When Vic finds out about Wendy and her reporter, the two lovers may not survive Vic's jealous rage.",Prime Video
Four,NULL,2013,R,75,"LGBTQ, Romance","In a nameless, suburban American town, the smell of barbeque fills the air as Fourth of July celebrations move from a hot summer day into night. And for just this night, the small world of four strangers will become even smaller, as their lives collide and sex, lies, desires and truths are revealed.",Prime Video
Forte,NULL,2021,G,95,Comedy,"The most important thing is to be yourself. For Nour, 40 pounds overweight and a hat as a haircut, it's complicated! She doesn't seem to be an option for any guy... Determined to finally seduce, she found the ultimate solution: Pole Dance. With the help of a special teacher and her best friends who are just as lost as she is, Nour will try to learn how to accept herself.",Prime Video
Fort Bliss,NULL,2014,NULL,110,"Action, Drama","After returning home from an extended tour in Afghanistan, a decorated U.S. Army medic and single mother struggles to rebuild her relationship with her young son.",Prime Video
Forrest Shaw: Poor Decisions,NULL,2018,NULL,58,"Arts, Entertainment, and Culture, Comedy, Special Interest","Described by Jim Jefferies as ""F@#!%ing Hilarious"" and by Bill Burr as ""One of my favorites to watch,"" this former marine biologist-turned-comedian is an expert at pointing out the shortcomings of our species.",Prime Video
Forbidden Empire,NULL,2015,18+,112,"Action, Science Fiction, Suspense","In the18th century, cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. He finds a small village lost in woods whose inhabitants have dug a moat to defend themselves from the outside world. Guided by a belief that they can save themselves from evil, they fail to understand that evil has nestled in their souls and is waiting to gush out upon the world.",Prime Video
For The Love Of Jessee,NULL,2020,NULL,95,"Drama, Special Interest","Doctor Luke Matthew's world comes crashing down when he loses the love of his life and becomes a father in the same night. When he hires Sage as the new nanny, they both begin to realize that the best form of medicine is letting go.",Prime Video
Flying Deuces,NULL,1939,PG,75,Comedy,"Ollie's broken heart puts Laurel and Hardy in the Foreign Legion. They are assigned to laundry duty and before long the laundry goes up in smoke. They are eventually arrested for desertion and are sentenced to be shot. The pair escapes a firing squad by tunneling out, only to crash in a plane, resulting in a funny and touching end.",Prime Video
Flowers in the Attic,NULL,1987,PG-13,92,Horror,"After a tragic accident leaves them fatherless, four children return to their mother's mysterious family mansion hoping for an inheritance. But when they are imprisoned and abandoned by their evil grandmother, the children must survive a nightmare of brutal cruelty, forbidden passion and a final shocking discovery that will shatter their innocence foreve",Prime Video
Florence the Ambulance and Ross the Race Car - Real City Heroes (RCH),NULL,2016,ALL,16,Kids,In this cartoon you will meet Florence the Ambulance who responds to sick cars and helps them. After a hard day at work she will take you to see her friend Ross compete in a race. During the race Ross the race car looses control and Florence must help him.,Prime Video
Flight 666,NULL,2018,16+,89,Horror,"Passengers and crew on an international flight are attacked by unseen forces that threaten all aboard. As they fight to stay alive, they start to realize that these are actually the spirits of murdered girls determined to stop their killer on board who will do anything to remain free.",Prime Video
Flesh and Bone,NULL,1993,R,126,Drama,A figure from the past awakens a memory as deep and dark as a grave: a family history written in cold blood.,Prime Video
Fleetwood Mac: The Dance,NULL,1997,13+,106,"Documentary, Music Videos and Concerts","This live performance spanned singles such as ""Landslide"" and ""Silver Springs"" and features the previously unreleased ""Bleed To Love Her."" This powerful performance contains 5 tracks not released on the audio version - ""Gold Dust Woman,"" ""Gypsy,"" ""Go Insane,"" ""Over My Head,"" & ""Songbird."" The USC Marching Band highlights the evening giving a memorable performance during ""Tusk,"" & ""Don't Stop.""",Prime Video
Five Fingers of Death,NULL,2007,R,106,Action,Two martial arts schools prepare for an important tournament.,Prime Video
Fishbowl,NULL,2020,16+,89,"Drama, Suspense","In Bishop, a town filled w/ secrets, a grieving dad prepares his 3 teen daughters, Belle, Rachel & Jessa, for The Rapture in hopes of reuniting with their missing mother. With home anything but a refuge, the girls stick together to survive.",Prime Video
First Winter,NULL,1981,7+,27,Documentary,"This historical drama features the first winter spent in Canada by a family of Irish immigrants deep in the Ottawa Valley. The year is 1830. Because the father is working in a logging camp, the mother has sole charge of the family. Sickness overtakes her, and she dies. The children are left on their own to survive. A beautiful, moving film.",Prime Video
Fireman Sam: The Great Fire of Pontypandy,NULL,2014,NULL,60,Kids,"Fireman Sam and his team face their boldest adventure! Sam is offered a new job in Newtown. Before he can decide, he races to an emergency. Norman has accidentally started a fire while camping with the Pioneer Scouts. The fire threatens the town and everyone prepares to evacuate. Will Pontypandy be saved? Will Fireman Sam leave Pontypandy? Find out in this action-packed movie adventure!",Prime Video
Finding Jay,NULL,2019,13+,126,"Adventure, Documentary, Special Interest","Jay Bachochin is an investigator in Wisconsin searching for the truth. He has looked for ghosts, UFOs and took a crack at solving an unsolved mystery. Now he's onto something much ... bigger. Join Jay's journey as he shares his 5 years of research in his quest looking for The Wisconsin Sasquatch. Experience a film that takes you beyond the woods and into the darkest parts of The Kettle Moraine.",Prime Video
