,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Platform
3005,s3006,TV Show,Bones,,"Emily Deschanel, David Boreanaz, Michaela Conlin",,,2017,NR,12 Seasons,"Drama, Suspense","The 12-episode run will celebrate the inventive series and bring the storylines of Brennan, Booth and the Jeffersonian-FBI team to a close, allowing the show’s loyal fans to say goodbye to these indelible characters.",Prime Video
3007,s3008,TV Show,Boing: The Play Ranger,,,,,2016,ALL,2 Seasons,"Animation, Kids","Welcome to the village of Playville! A fun and colorful playground town filled with lovable characters that can transform into playground rides. Even in this world of happiness, unfortunate events happen from time to time. But don't you worry, our Play Rangers: Boing (Lion), Bing Bing (Hippo) and Mongbar (Monkey) are always here to keep the peace in the village so everyone can have fun.",Prime Video
3009,s3010,TV Show,"Bobby's World: The Complete Series",,Howie Mandel,,,1990,ALL,7 Seasons,"Animation, Kids","Created by and starring Howie Mandel, this animated series takes a wild ride inside the mind of young Bobby Generic. Bobby is not your typical suburban kid. His active imagination takes viewers into a world of daring adventure, incredible wonder, and lots of laughs, all in a pint size perspective.",Prime Video
3015,s3016,TV Show,Boarding School Juliet,,"Yuki Ono, Ai Kayano, Ayane Sakura, Yu Shimamura",,,2018,NR,1 Season,TV Shows,"At Dahlia Academy, a prestigious boarding school on a remote island, students from two feuding countries battle each other every day. However, Romio Inuzuka, the leader of the Touwa dorm, and Juliet Persia, the leader of the West dorm, start a secret relationship!",Prime Video
3016,s3017,TV Show,Bo on the Go,,,,,2009,TV-Y7,3 Seasons,"Animation, Kids","Bo is a positive, super-energetic and inquisitive young heroine who, along with her young friend Dezadore the dragon, encourages children at home to actively join her in a variety of movements that assist her on amazing adventures.",Prime Video
3019,s3020,TV Show,Blue Murder: Killer Cop,,"Richard Roxburgh, Matt Nable, Justin Smith, Toni Collette, Dan Wyllie, Emma Booth, Damian Walshe-Howling, Steve Le Marquand, Tony Martin, Andrew Ryan, Aaron Pedersen, Aaron Jeffery, Peter Phelps, Robert Mammone, Michael Tran",,,2017,16+,1 Season,"Drama, Suspense","A floating body, a drug deal gone wrong, and two former detectives the perpetrators. Life imprisonment is the end of Roger Rogerson's story. The last Blue Murder ended with his expulsion in disgrace from the NSW Police Force. In this instalment, Rogerson struggles to make a living in a world that's rapidly changing, caught between the pressures of criminals, police and a love that might save him.",Prime Video
3020,s3021,TV Show,Blue Mountain State,,"Alan Ritchson, Darin Brooks, Gabrielle Dennis, Sam Jones III, Ed Marinaro, Omari Newton, Kwasi Songui",,,2011,TV-MA,3 Seasons,Comedy,"""Blue Mountain State"" follows the on and off-field antics of college football powerhouse, Blue Mountain State. In Season 3, Coach Daniels will have his authority challenged when the boosters force him to hire a hotshot offensive coordinator/head coach- in-waiting. While Alex will have to step up from being a fun-loving second-string to the starting QB.",Prime Video
3029,s3030,TV Show,Blood & Treasure,,,,,2019,TV-14,1 Season,TV Shows,Blood & Treasure is a globe-trotting action-adventure drama about a brilliant antiquities expert and a cunning art thief who team up to catch a ruthless terrorist who funds his attacks through stolen treasure. Danny McNamara is a former FBI agent specializing in stolen arts and antiquities.,Prime Video
3031,s3032,TV Show,Blockbusters with Bill Cullen,,Bill Cullen,,,1981,TV-G,1 Season,Unscripted,Question and answer game with two players against a single player in a race to connect boxes from one side of the game board to the other.,Prime Video
3035,s3036,TV Show,Blippi - Videos for Kids,,Stevin John,,,2016,ALL,1 Season,"Kids, Special Interest",Blippi in this educational series for toddlers will teach your youngsters through the power of fun! Join Blippi at a few playgrounds and playing with some toys while keeping everything entertaining and educational at the same time!,Prime Video
3037,s3038,TV Show,Blippi - Educational Videos for Children,,Stevin John,,,2016,ALL,1 Season,Kids,"""Blippi"" is an educational children's show geared towards the ages of 2-6 years old. The fun and goofy host takes you for an adventure learning about exciting things like fire trucks, animals, garbage trucks, space, tractors and more while tying it into learning numbers, colors, shapes, words, and more!",Prime Video
3038,s3039,TV Show,Blippi - Educational Songs for Kids,,Stevin John,,,2016,ALL,1 Season,Kids,"Blippi nursery rhymes for children has songs for kids like Tractors, Garbage Trucks, Fire Trucks, Backhoe Excavator, Trains, and more!",Prime Video
3041,s3042,TV Show,Bleak Old Shop Of Stuff,,"Robert Webb, Stephen Fry, Katherine Parkinson, Celia Imrie",,,2012,TV-PG,1 Season,Comedy,"Welcome to the adventures of Jedrington Secret-Past, upstanding family man and owner of The Old Shop Of Stuff, where he sells a plethora of miscellaneous odd things. But with every good-hearted hero, there must come a villain. Enter Malifax Skulkingworm - a lawyer with a heart of flint, an unusual evil hat and a decidedly sinister plan to ruin Jedrington and incarcerate his family.",Prime Video
3043,s3044,TV Show,Blade of the Immortal,,"Kenjiro Tsuda, Ayane Sakura, Nozomu Sasaki, Tatsuhisa Suzuki, Eiji Hanawa",,,2020,TV-NR,1 Season,Anime,"Edo, an era of warriors. There lived an immortal man, the Slayer of Hundreds, 'Manji.' He meets Rin, who has sworn vengeance for her parents. Rin's grudge is against a group of swordmasters – Ittou-ryu. She asks Manji to be her bodyguard on her journey. He refuses, but then sees his late sister in Rin. So began the violent struggle that would bring even the immortal Manji to his knees.",Prime Video
3063,s3064,TV Show,Billy the Exterminator,,Billy Bretherton,,,2012,TV-PG,6 Seasons,"Documentary, Drama, Unscripted","Join us as we follow Billy Bretherton and his pest-removing family as they're called to take care of Louisiana's most extreme extermination cases with a perfect blend of drama and humor.",Prime Video
3066,s3067,TV Show,Billion Dollar Wreck,,Martin Bayerle,,,2016,TV-PG,1 Season,TV Shows,Billion Dollar Wreck follows famed treasure hunter Martin Bayerle and his son Grant as they pursue a billion dollars worth of gold aboard RMS Republic.,Prime Video
3070,s3071,TV Show,Biggie: The Life of Notorious B.I.G.,,"Voletta Wallace, Cheo Hodari Coker",,,2017,18+,1 Season,Documentary,"This documentary traces the life, death and legacy of the late Christopher Wallace, as told by his widow Faith Evans, his mother, his close friend Lil Cease and some of hip-hop's biggest superstars. Employing archival footage & audio recordings that have never been heard before, the film allows ""The Notorious B.I.G."" to narrate his own story.",Prime Video
3073,s3074,TV Show,"Big Shrimpin'",,Jeremy Schjott,,,2012,13+,1 Season,"Documentary, Drama, Unscripted","Mining the waters off the Alabama coast in search of shrimp, or ""saltwater gold,"" as the shrimpers call them, is a treacherous job for the crews who work for the popular.",Prime Video
3075,s3076,TV Show,Big Easy Motors,,"Grant Bayerle, Martin Bayerle, Billy Bretherton",,,2016,TV-PG,1 Season,"Documentary, Drama, Unscripted","In ""Big Easy Motors,"" Charles Handler and his team search the bayous of Louisiana for long-forgotten piles of junk they can restore and turn into dazzling custom cars.",Prime Video
3076,s3077,TV Show,"Big Dreams, Small Spaces",,Monty Don,,,2014,ALL,1 Season,"Special Interest, Unscripted",Monty Don works with amateur gardeners to help them create the garden of their dreams.,Prime Video
3077,s3078,TV Show,Big Dogs,,"Brett Cullen, Manny Perez, Michael Rabe, Micheál Richardson, Bonnie Swencionis, Lance Henriksen, Scott Cohen, Deidre Lovejoy, Jeff Kober, Pooya Mohseni, Dennis Flanagan, Louis Carbonneau, Tony Naumovski, Ari Barkan, Stivi Paskoski, Declan Michael Laird, Ana Isabelle, Katarina Morhacova, Laurence Mason",,,2020,16+,1 Season,"Action, Drama, Suspense","In a violent, alternate reality of New York City besieged by race riots, financial collapse, and a surging crime wave, an underworld economy of illegal nightclubs is thriving. Detective Santiago is tasked to crack down on these clubs. When he meets his new partner, Everett More, Santiago discovers there are numerous government agencies and crime organizations circling NYC and vying for control.",Prime Video
3078,s3079,TV Show,Bibi & Tina,,,,,2020,ALL,1 Season,Kids,"Bibi's summer vacation at her best friend Tina's start excitingly. Within no time the Martin's farm suffers from drought, rain, and a heavy storm. In addition to that, entrepreneur Kim Win Win wants to dig for gravel on their ranch. Bibi and Tina have to do something! Will the mysterious Spanish boy Chico help them? A turbulent summer awaits.",Prime Video
3081,s3082,TV Show,Bhoomi Hindi,,"NAZIYA SHEIK, ARUN BABU",,,2021,18+,1 Season,Drama,"Bhoomi got Raped by a well know Business man Son Rakesh, She filed a Rape charges on Rakesh and the case, and it goes around 4 years but after those many years she won't get Justice Lack of Evidence and Court declare that Rakesh is Innocent. 4 years she goes around to get all Help of Police, Media , women welfare associations but all those evidence doesn't proof Rakesh is the Rapist.",Prime Video
3088,s3089,TV Show,Between Two Ferns,,"Zach Galifianakis, Jerry Seinfeld, Hillary Clinton, President Barack Obama, Justin Bieber, Brad Pitt, Steve Carell, Bradley Cooper, Ben Stiller, Jimmy Kimmel, Michael Cera, Jon Hamm, Natalie Portman, Charlize Theron, Conan O'Brien, Andy Richter, Sean Penn, Bruce Willis, Jennifer Aniston, Tila Tequila, Will Ferrell, Jennifer Lawrence, James Franco, Naomi Watts, Anne Hathaway, Christoph Waltz, Amy Adams, Jessica Chastain, Sally Field, Cardi B, Wayne Knight",,,2018,TV-14,1 Season,Comedy,"Emmy award-winning Between Two Ferns features host Zach Galifianakis conducting awkward interviews with celebrities like Brad Pitt, President Barack Obama, Natalie Portman, Bradley Cooper, Will Ferrell, and Hillary Clinton.",Prime Video
3091,s3092,TV Show,"Betsy's Kindergarten Adventures",,"Nancy Cartwright, Tom Kenny, Daveigh Chase, Vicki Lewis, Richard Steven Horvitz, Kath Soucie, Cree Summer, Fred Willard",,,2009,ALL,1 Season,"Animation, Kids","Told from the perspective of 5-year old Betsy, Betsy's Kindergarten Adventures is designed to ease a child's transition from the home setting to a school environment by generating interest and excitement about the kindergarten experience in young viewers.",Prime Video
3092,s3093,TV Show,Betas,,"Joe Dinicol, Karan Soni, Jon Daly, Charlie Saxton",United States,,2014,TV-MA,1 Season,Comedy,"Trey and his guys have an app, and a plan - now they need an investor. It's party-crashing time. Premiering November 22, new episodes available exclusively for Amazon Prime members.",Prime Video
3093,s3094,TV Show,Best of BabyFirst Art Music Language And More,,,,,2019,ALL,4 Seasons,"Animation, Kids","Join us and all the friendly and fun faces of Baby First as you and your child go on a magical discovery of learning. You will see bright colors, learn about basic words, see animals and so much more.",Prime Video
3094,s3095,TV Show,Best in Bridal,,"David Gaffke, Frank Margini",,,2014,TV-PG,1 Season,"Documentary, Drama, Unscripted",Best in Bridal follows two former friends running very different Illinois-based bridal shops as they strive to outwit and out-sell each other.,Prime Video
3095,s3096,TV Show,Berry and Dolly,,Becca Laidler,,,2010,ALL,1 Season,"Animation, Kids","The animated series is set in a little forest with Berry, Dolly, and their forest and beetle friends. The two main characters are Berry the snail, and Dolly, the ladybird. The stories are based on children's everyday lives with love, loyalty and the respect of nature as the main messages.",Prime Video
3096,s3097,TV Show,Berlin 1945,,"Ben Posener, Yan Schoenefeld, Christian Serritiello, Trevor Silverstein",,,2020,13+,1 Season,"Documentary, Special Interest","Berlin 1945 tells the story of liberation, defeat, and reconstruction in a city transformed from a theatre of war into a field of ruins. Through the eyes of the victors and the vanquished, Berlin 1945 reveals a multi-layered transformation of a city and its inhabitants.",Prime Video
3109,s3110,TV Show,Behind Bars: Rookie Year,,Austin Naulty,,,2015,TV-14,1 Season,Documentary,"Behind Bars: Rookie Year delves into the world of rookie corrections officers during their first year on the job in the Penitentiary of New Mexico, one of the most perilous prisons in America.",Prime Video
3112,s3113,TV Show,Bed Of Roses,,"Kerry Armstrong, Julia Blake, Hanna Mangan Lawrence, Caroline Gillmer, Jay Laga'aia",,,2008,16+,1 Season,TV Shows,"After the death of her husband a mother and daughter's lives change for the worst as they struggle to make ends meet.",Prime Video
3113,s3114,TV Show,Becoming Evil: Serial Killers,,"Steven Ainsworth, Steven Answorth, Marko Bennachimo",,,2019,TV-14,1 Season,"Documentary, Special Interest","True crime. Americans have become fascinated with the media genre in which actual crimes of real people are explored in depth. A genre which exploded at the beginning of the 21st century. A genre that focuses on murder. The more hideous and bizarre, the better with the biggest sub category of true crime being the story of the serial killer.",Prime Video
